ClusterAlgorithm;DistanceFunction;Used Fields;Tfidf;StopWords;Lemmatized;Synonyms;GermaNetFunction;Word2VecAdd;Word2VecAverage;F1WeightedAvg;F1WeightedStd;CohesionAvg;CohesionStd;SeperationAvg;SeperationStd;SilhouetteAvg;SilhouetteStd;RuntimeAvg(ms)
KMeans1720;CosineDistance;7;true;true;true;false;false;true;false;0.3654;0.0487;62.6437;5.0225;81.90610000000001;4.9596;0.0373;0.0381;6.95
KMeans1720;CosineDistance;7;true;true;true;false;true;false;false;0.257;0.025400000000000002;40.129000000000005;4.1031;68.8819;4.5426;-0.094;0.0478;24.63
KMeans1720;CosineDistance;7;true;true;true;false;true;false;true;0.28090000000000004;0.033800000000000004;6.5252;0.6325000000000001;10.2992;0.6028;-0.3007;0.0685;3.25
KMeans1720;CosineDistance;7;true;true;true;false;true;true;false;0.28090000000000004;0.033800000000000004;48822.8945;5570.211;72344.142;5390.5789;-0.33140000000000003;0.0684;3.13
KMeans1720;CosineDistance;7;true;true;true;true;false;false;false;0.5044000000000001;0.04;3.111;0.15660000000000002;4.1375;0.0956;0.1444;0.0364;35.05
KMeans1720;CosineDistance;7;true;true;true;true;false;false;true;0.3834;0.051500000000000004;5.1064;0.3371;7.0926;0.3;0.12200000000000001;0.0357;7.23
KMeans1720;CosineDistance;7;true;true;true;true;false;true;false;0.37920000000000004;0.0506;58.278200000000005;4.5865;77.55980000000001;5.2454;0.046;0.0376;7.57
KMeans1720;CosineDistance;7;true;true;true;true;true;false;false;0.258;0.0347;30.672700000000003;3.0028;59.0349;3.7947;-0.047900000000000005;0.0483;28.99
KMeans1720;CosineDistance;7;true;true;true;true;true;false;true;0.2777;0.0366;4.672000000000001;0.4913;8.063500000000001;0.6708000000000001;-0.26030000000000003;0.0606;2.99
KMeans1720;CosineDistance;7;true;true;true;true;true;true;false;0.2777;0.0366;27554.8934;3420.7484;46899.3505;5322.4461;-0.2898;0.06670000000000001;3.11
KMeans1720;EuclideanDistance;7;true;true;true;false;false;false;false;0.463;0.0427;2.0533;0.2927;4.2817;0.1565;0.25520000000000004;0.0637;48.87
KMeans1720;EuclideanDistance;7;true;true;true;false;false;false;true;0.4097;0.0329;5.0585;0.4731;8.677100000000001;0.3462;0.1643;0.0403;26.48
KMeans1720;EuclideanDistance;7;true;true;true;false;false;true;false;0.2796;0.0235;67.6106;5.1081;120.5886;9.599;0.1398;0.0378;35.63
KMeans1720;EuclideanDistance;7;true;true;true;false;true;false;false;0.23750000000000002;0.0227;16.598100000000002;1.3901000000000001;77.11160000000001;9.5013;0.4274;0.0485;106.44
KMeans1720;EuclideanDistance;7;true;true;true;false;true;false;true;0.22490000000000002;0.0279;0.9622;0.069;10.9052;1.4848000000000001;0.5737;0.0436;17.16
KMeans1720;EuclideanDistance;7;true;true;true;false;true;true;false;0.21960000000000002;0.0179;8868.0786;721.639;96033.5651;14463.341900000001;0.66;0.0585;20.85
KMeans1720;EuclideanDistance;7;true;true;true;true;false;false;false;0.4335;0.0368;2.1854;0.2812;4.3441;0.16740000000000002;0.2446;0.0582;51.8
KMeans1720;EuclideanDistance;7;true;true;true;true;false;false;true;0.3972;0.036500000000000005;4.6204;0.4242;8.5624;0.4122;0.16440000000000002;0.0449;26.85
KMeans1720;EuclideanDistance;7;true;true;true;true;false;true;false;0.2841;0.0253;64.1862;5.2298;119.1256;10.1234;0.1431;0.0371;29.16
KMeans1720;EuclideanDistance;7;true;true;true;true;true;false;false;0.2233;0.020300000000000002;13.866900000000001;1.0423;66.25540000000001;9.3436;0.4198;0.048400000000000006;113.33
KMeans1720;EuclideanDistance;7;true;true;true;true;true;false;true;0.20420000000000002;0.0137;0.7886000000000001;0.06470000000000001;9.2226;1.6397000000000002;0.6022000000000001;0.0386;18.41
KMeans1720;EuclideanDistance;7;true;true;true;true;true;true;false;0.2275;0.0251;5169.4289;1227.3329;60478.315200000005;16547.075800000002;0.6843;0.0531;15.92
KMeans1720;WordEmbDistance;7;true;true;true;false;false;false;false;0.3467;0.0076;-1.0;0.0;-1.0;0.0;-1.0;0.0;102196.79
KMeans1720;WordEmbDistance;7;true;true;true;false;false;false;true;0.3467;0.0076;-1.0;0.0;-1.0;0.0;-1.0;0.0;107331.82
KMeans1720;WordEmbDistance;7;true;true;true;false;false;true;false;0.3467;0.0076;-1.0;0.0;-1.0;0.0;-1.0;0.0;101913.18
KMeans1720;WordEmbDistance;7;true;true;true;true;false;false;false;0.34940000000000004;0.0078000000000000005;-1.0;0.0;-1.0;0.0;-1.0;0.0;116582.1
KMeans1720;WordEmbDistance;7;true;true;true;true;false;false;true;0.3497;0.0074;-1.0;0.0;-1.0;0.0;-1.0;0.0;109763.1
KMeans1720;WordEmbDistance;7;true;true;true;true;false;true;false;0.34940000000000004;0.0078000000000000005;-1.0;0.0;-1.0;0.0;-1.0;0.0;115722.15
Neural Gas;CosineDistance;7;true;true;true;false;false;false;false;0.3744;0.0;2.5242;0.0;2.4158;0.0;0.1353;0.0;35.37
Neural Gas;CosineDistance;7;true;true;true;false;false;false;true;0.35760000000000003;0.0044;1.0689;0.0011;0.8279000000000001;0.2879;0.031;0.0023;11.88
