ClusterAlgorithm;DistanceFunction;Used Fields;Tfidf;StopWords;Lemmatized;Synonyms;GermaNetFunction;Word2VecAdd;Word2VecAverage;F1WeightedAvg;F1WeightedStd;CohesionAvg;CohesionStd;SeperationAvg;SeperationStd;SilhouetteAvg;SilhouetteStd;RuntimeAvg(ms)
KMeans1620;EuclideanDistance;7;true;true;true;true;false;false;false;0.406;0.0451;2.3835;0.2761;4.33;0.1589;0.2058;0.049300000000000004;44.64
KMeans1620;EuclideanDistance;7;true;true;true;true;false;false;true;0.3946;0.040100000000000004;5.0156;0.49200000000000005;8.315800000000001;0.4228;0.1216;0.0448;28.31
KMeans1620;EuclideanDistance;7;true;true;true;true;false;true;false;0.28190000000000004;0.027100000000000003;72.3403;5.8525;118.1144;11.1738;0.09380000000000001;0.0391;31.66
KMeans1620;EuclideanDistance;7;true;true;true;true;true;false;false;0.2442;0.0296;15.359200000000001;1.0236;73.73;8.4518;0.46230000000000004;0.0502;104.66
KMeans1620;EuclideanDistance;7;true;true;true;true;true;false;true;0.2189;0.0167;0.8866;0.046200000000000005;9.5648;1.0325;0.6298;0.043500000000000004;18.91
KMeans1620;EuclideanDistance;7;true;true;true;true;true;true;false;0.2379;0.0199;7175.176200000001;550.3100000000001;71151.3439;10675.324200000001;0.7103;0.0509;15.98
KMeans1620;WordEmbDistance;7;true;true;true;false;false;false;false;0.3891;0.0054;-1.0;0.0;-1.0;0.0;-1.0;0.0;81044.35
KMeans1620;WordEmbDistance;7;true;true;true;false;false;false;true;0.3891;0.0054;-1.0;0.0;-1.0;0.0;-1.0;0.0;82300.29
KMeans1620;WordEmbDistance;7;true;true;true;false;false;true;false;0.3891;0.0054;-1.0;0.0;-1.0;0.0;-1.0;0.0;79023.37
KMeans1620;WordEmbDistance;7;true;true;true;true;false;false;false;0.4187;0.009600000000000001;-1.0;0.0;-1.0;0.0;-1.0;0.0;82228.48
KMeans1620;WordEmbDistance;7;true;true;true;true;false;false;true;0.4187;0.009600000000000001;-1.0;0.0;-1.0;0.0;-1.0;0.0;84340.72
KMeans1620;WordEmbDistance;7;true;true;true;true;false;true;false;0.4187;0.009600000000000001;-1.0;0.0;-1.0;0.0;-1.0;0.0;86937.43
Neural Gas;CosineDistance;7;true;true;true;false;false;false;false;0.5102;0.0;1.474;0.0;0.9601000000000001;0.0;0.0636;0.0;34.87
Neural Gas;CosineDistance;7;true;true;true;false;false;false;true;0.43570000000000003;0.0184;2.012;0.1836;1.8780000000000001;0.49420000000000003;0.0723;0.009000000000000001;11.4
Neural Gas;CosineDistance;7;true;true;true;false;false;true;false;0.44480000000000003;0.0;26.2037;0.0;28.1106;0.0;0.0024000000000000002;0.0;11.17
Neural Gas;CosineDistance;7;true;true;true;false;true;false;false;0.3256;0.0;18.4408;0.0;26.913600000000002;0.0;-0.0356;0.0;90.53
Neural Gas;CosineDistance;7;true;true;true;false;true;false;true;0.3362;0.0;2.6249000000000002;0.0;6.613700000000001;0.0;-0.11950000000000001;0.0;11.82
Neural Gas;CosineDistance;7;true;true;true;false;true;true;false;0.336;0.0;22987.5682;0.0;43962.0287;0.0;-0.1272;0.0;10.55
Neural Gas;CosineDistance;7;true;true;true;true;false;false;false;0.5093;0.006200000000000001;1.7273;0.2069;1.9517;0.2374;0.07440000000000001;0.008400000000000001;30.64
Neural Gas;CosineDistance;7;true;true;true;true;false;false;true;0.43560000000000004;0.0036000000000000003;1.4981;0.060000000000000005;0.55;0.09000000000000001;0.08410000000000001;0.0177;11.57
Neural Gas;CosineDistance;7;true;true;true;true;false;true;false;0.43660000000000004;0.0035;16.642400000000002;1.6222;9.211400000000001;3.202;1.0E-4;0.013800000000000002;11.77
Neural Gas;CosineDistance;7;true;true;true;true;true;false;false;0.4329;0.0;9.3815;0.0;12.4221;0.0;0.1589;0.0;92.41
Neural Gas;CosineDistance;7;true;true;true;true;true;false;true;0.43010000000000004;0.0;2.0844;0.0;6.341600000000001;0.0;0.0239;0.0;11.22
Neural Gas;CosineDistance;7;true;true;true;true;true;true;false;0.39530000000000004;0.0;22830.4682;0.0;56283.4035;0.0;-0.2;0.0;12.51
Neural Gas;EuclideanDistance;7;true;true;true;false;false;false;false;0.5082;0.0;1.3385;0.0;1.5242;0.0;0.08080000000000001;0.0;29.9
Neural Gas;EuclideanDistance;7;true;true;true;false;false;false;true;0.454;0.0043;3.0358;0.2019;1.6932;0.3346;0.06760000000000001;0.0135;10.58
Neural Gas;EuclideanDistance;7;true;true;true;false;false;true;false;0.3911;0.0;43.5062;0.0;51.732;0.0;-0.0173;0.0;9.47
Neural Gas;EuclideanDistance;7;true;true;true;false;true;false;false;0.3904;0.0;7.0811;0.0;4.4225;0.0;0.0849;0.0;78.36
Neural Gas;EuclideanDistance;7;true;true;true;false;true;false;true;0.4418;0.0;0.929;0.0;2.1679;0.0;0.22870000000000001;0.0;9.76
Neural Gas;EuclideanDistance;7;true;true;true;false;true;true;false;0.3682;0.0;6155.5424;0.0;5792.5162;0.0;0.09970000000000001;0.0;9.33
Neural Gas;EuclideanDistance;7;true;true;true;true;false;false;false;0.5017;0.0074;1.727;0.2144;1.3729;0.4207;0.1361;0.0173;26.01
Neural Gas;EuclideanDistance;7;true;true;true;true;false;false;true;0.45520000000000005;0.0;3.2594000000000003;0.0;4.0532;0.0;0.0916;0.0;10.49
Neural Gas;EuclideanDistance;7;true;true;true;true;false;true;false;0.41390000000000005;0.0;41.8964;0.0;46.552;0.0;-0.0142;0.0;10.34
Neural Gas;EuclideanDistance;7;true;true;true;true;true;false;false;0.39830000000000004;0.0;8.1669;0.0;7.4834000000000005;0.0;0.17600000000000002;0.0;75.71
Neural Gas;EuclideanDistance;7;true;true;true;true;true;false;true;0.3398;0.0;0.7213;0.0;1.0938;0.0;0.1076;0.0;9.43
Neural Gas;EuclideanDistance;7;true;true;true;true;true;true;false;0.3912;0.0;3466.9438;0.0;2764.8365000000003;0.0;0.14070000000000002;0.0;9.6

